asset_id,category,file,status,reviewer,notes,exists,width,height,mode,sha1_source
BLACK_STAR_4,item_icon,additive_content/final_asset_kit/icons/items/black_star_4_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/black_star_4_16x16.png
BLACK_STAR_5,item_icon,additive_content/final_asset_kit/icons/items/black_star_5_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/black_star_5_16x16.png
BLACK_STAR_6,item_icon,additive_content/final_asset_kit/icons/items/black_star_6_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/black_star_6_16x16.png
BLACK_STAR_7,item_icon,additive_content/final_asset_kit/icons/items/black_star_7_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/black_star_7_16x16.png
TIME_CHAMBER_KEY,item_icon,additive_content/final_asset_kit/icons/items/time_chamber_key_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/time_chamber_key_16x16.png
TOURNAMENT_INVITATION,item_icon,additive_content/final_asset_kit/icons/items/tournament_invitation_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/tournament_invitation_16x16.png
BABY_SCEPTER,item_icon,additive_content/final_asset_kit/icons/items/baby_scepter_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/baby_scepter_16x16.png
ANDROID_17_CORE,item_icon,additive_content/final_asset_kit/icons/items/android_17_core_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/android_17_core_16x16.png
MORO_SEAL_BOX,item_icon,additive_content/final_asset_kit/icons/items/moro_seal_box_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/moro_seal_box_16x16.png
KAIOSHIN_REALM_KEY,item_icon,additive_content/final_asset_kit/icons/items/kaioshin_realm_key_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/kaioshin_realm_key_16x16.png
IKL_SEAL_FRAGMENT,item_icon,additive_content/final_asset_kit/icons/items/ikl_seal_fragment_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/ikl_seal_fragment_16x16.png
STOLEN_GOKU_CELLS,item_icon,additive_content/final_asset_kit/icons/items/stolen_goku_cells_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/stolen_goku_cells_16x16.png
CREATOR_HEART,item_icon,additive_content/final_asset_kit/icons/items/creator_heart_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/creator_heart_16x16.png
DIVINE_EVIL_SEED,item_icon,additive_content/final_asset_kit/icons/items/divine_evil_seed_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/divine_evil_seed_16x16.png
SENZU_VIAL,item_icon,additive_content/final_asset_kit/icons/items/senzu_vial_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/senzu_vial_16x16.png
CAPSULE_ENERGY_DRINK,item_icon,additive_content/final_asset_kit/icons/items/capsule_energy_drink_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/items/capsule_energy_drink_16x16.png
KAMEHAMEHA,technique_icon,additive_content/final_asset_kit/icons/techniques/kamehameha_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/kamehameha_16x16.png
KAMEHAMEHA_10X,technique_icon,additive_content/final_asset_kit/icons/techniques/kamehameha_10x_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/kamehameha_10x_16x16.png
SPIRIT_BOMB,technique_icon,additive_content/final_asset_kit/icons/techniques/spirit_bomb_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/spirit_bomb_16x16.png
DRAGON_FIST,technique_icon,additive_content/final_asset_kit/icons/techniques/dragon_fist_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/dragon_fist_16x16.png
DRAGON_GOD_FIST,technique_icon,additive_content/final_asset_kit/icons/techniques/dragon_god_fist_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/dragon_god_fist_16x16.png
FINAL_FLASH,technique_icon,additive_content/final_asset_kit/icons/techniques/final_flash_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/final_flash_16x16.png
FINAL_SHINE,technique_icon,additive_content/final_asset_kit/icons/techniques/final_shine_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/final_shine_16x16.png
BURNING_ATTACK,technique_icon,additive_content/final_asset_kit/icons/techniques/burning_attack_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/burning_attack_16x16.png
HEAT_DOME,technique_icon,additive_content/final_asset_kit/icons/techniques/heat_dome_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/heat_dome_16x16.png
SPECIAL_BEAM_CANNON,technique_icon,additive_content/final_asset_kit/icons/techniques/special_beam_cannon_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/special_beam_cannon_16x16.png
HELLZONE_GRENADE,technique_icon,additive_content/final_asset_kit/icons/techniques/hellzone_grenade_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/hellzone_grenade_16x16.png
TIME_SKIP,technique_icon,additive_content/final_asset_kit/icons/techniques/time_skip_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/time_skip_16x16.png
BLACK_KAMEHAMEHA,technique_icon,additive_content/final_asset_kit/icons/techniques/black_kamehameha_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/black_kamehameha_16x16.png
SOUL_PUNISHER,technique_icon,additive_content/final_asset_kit/icons/techniques/soul_punisher_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/soul_punisher_16x16.png
SPIRIT_SWORD,technique_icon,additive_content/final_asset_kit/icons/techniques/spirit_sword_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/spirit_sword_16x16.png
DIVINE_JUDGMENT,technique_icon,additive_content/final_asset_kit/icons/techniques/divine_judgment_16x16.png,READY_FOR_ROM_TEST_DRAFT,,,True,16,16,RGBA,additive_content/final_asset_kit/icons/techniques/divine_judgment_16x16.png
CAPSULE_RIFT_LAB,map_preview,additive_content/final_asset_kit/maps/CAPSULE_RIFT_LAB_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/CAPSULE_RIFT_LAB_preview_240x160.png
BEERUS_PLANET,map_preview,additive_content/final_asset_kit/maps/BEERUS_PLANET_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/BEERUS_PLANET_preview_240x160.png
UNIVERSE_6_ARENA,map_preview,additive_content/final_asset_kit/maps/UNIVERSE_6_ARENA_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/UNIVERSE_6_ARENA_preview_240x160.png
FUTURE_CITY_RUINS,map_preview,additive_content/final_asset_kit/maps/FUTURE_CITY_RUINS_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/FUTURE_CITY_RUINS_preview_240x160.png
TOURNAMENT_POWER,map_preview,additive_content/final_asset_kit/maps/TOURNAMENT_POWER_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/TOURNAMENT_POWER_preview_240x160.png
PLANET_VAMPA,map_preview,additive_content/final_asset_kit/maps/PLANET_VAMPA_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/PLANET_VAMPA_preview_240x160.png
NEW_NAMEK,map_preview,additive_content/final_asset_kit/maps/NEW_NAMEK_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/NEW_NAMEK_preview_240x160.png
PLANET_CEREAL,map_preview,additive_content/final_asset_kit/maps/PLANET_CEREAL_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/PLANET_CEREAL_preview_240x160.png
PLANET_M2_FACTORY,map_preview,additive_content/final_asset_kit/maps/PLANET_M2_FACTORY_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/PLANET_M2_FACTORY_preview_240x160.png
GT_SHADOW_DRAGON_FIELD,map_preview,additive_content/final_asset_kit/maps/GT_SHADOW_DRAGON_FIELD_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/GT_SHADOW_DRAGON_FIELD_preview_240x160.png
HELL_GT,map_preview,additive_content/final_asset_kit/maps/HELL_GT_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/HELL_GT_preview_240x160.png
LOG1_SNAKE_ROAD_MEMORY,map_preview,additive_content/final_asset_kit/maps/LOG1_SNAKE_ROAD_MEMORY_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/LOG1_SNAKE_ROAD_MEMORY_preview_240x160.png
LOG1_NAMEK_MEMORY,map_preview,additive_content/final_asset_kit/maps/LOG1_NAMEK_MEMORY_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/LOG1_NAMEK_MEMORY_preview_240x160.png
LOG2_WEST_CITY_MEMORY,map_preview,additive_content/final_asset_kit/maps/LOG2_WEST_CITY_MEMORY_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/LOG2_WEST_CITY_MEMORY_preview_240x160.png
LOG2_CELL_GAMES_MEMORY,map_preview,additive_content/final_asset_kit/maps/LOG2_CELL_GAMES_MEMORY_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/LOG2_CELL_GAMES_MEMORY_preview_240x160.png
AF_KAIOSHIN_REALM,map_preview,additive_content/final_asset_kit/maps/AF_KAIOSHIN_REALM_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/AF_KAIOSHIN_REALM_preview_240x160.png
AF_XICOR_LAB,map_preview,additive_content/final_asset_kit/maps/AF_XICOR_LAB_preview_240x160.png,READY_FOR_ROM_TEST_DRAFT,,,True,240,160,RGBA,additive_content/final_asset_kit/maps/AF_XICOR_LAB_preview_240x160.png
